"DNS","分散型協調データベース","unlearned"
"ドメインツリー","DNS","unlearned"
"gTLD, ccTLD","generic, country code","unlearned"
"国際化ドメイン名","漢字あり","unlearned"
"再帰的問い合わせ、反復的問い合わせ（非再帰問い合わせ）","クライアント⇒キャッシュ、サーバ⇒権威サーバ","unlearned"
"フルサービスリゾルバ","スタブリゾルバの逆","unlearned"
"逆引きDNS","1.0.168.192.in-addr.arpa","unlearned"
"フォワーダ","自分の管理するドメインでなかったらフルサービスに転送する","unlearned"
"DNSのPTR","逆引きとして使用","unlearned"
"CNAME","NS、MXとは共存しない","unlearned"
"$TTL, $ORIGIN","TTL, 基底ドメイン名を指定","unlearned"
"ゾーン転送","TCP53を使う。Refreshが尽きた、更新通知があったで行う","unlearned"
"ドメインの公開非公開を分ける","サーバーを分ける、プロセスを分ける、設定する","unlearned"
"Dynamic DNS","DHCPなどでIPアドレスが変わったときにDNSサーバーにアクセスする方法","unlearned"
"DNSキャッシュ汚染","オープンリゾルバ","unlearned"
"カミンスキー攻撃","存在しないアドレスに対する問い合わせを行い、そのアドレスに対する権威NSがwww.hoge.com、アドレスがx.x.x.xと回答する→キャッシュが汚染される。キャッシュとコンテンツを分ける、ポートをランダムにするで回避可能","unlearned"
"MUA, MTA","Mail User Agent, Mail Transfer Agent","unlearned"
"SMTPのReceived","経由したMTAすべてが上に自分のIPやドメイン名などを追加していく。","unlearned"
"SMTPのReturn-Path","最後のMTAが自分のアドレスを記入する","unlearned"
"SMTPのReplyTo","ない場合はFromに送られる","unlearned"
"SMTPのBCC","MTAで削除される","unlearned"
"URLリライティング","url; session id","unlearned"
"持続的接続","TCPコネクションを再利用する","unlearned"
"条件付きGET","if-modified-since","unlearned"
"HTTPのキャッシュサーバ","POSTは冪等ではないのでキャッシュしない","unlearned"
"URLの書式","scheme://user:pass@host:port/path?query#fragment","unlearned"
"webDAV","web-based distributed authoring and versioning","unlearned"
"セッションID","Cookieに記述、URLに埋め込み","unlearned"
"Cookie","Set-Cookie、Cookieヘッダに記述。","unlearned"
"Cookieの属性","変数、有効期限、ドメイン、パス、Secure、HttpOnly","unlearned"
"一度のみのCookie","セッションクッキー","unlearned"
"URLリライティング","formのactionにURL;SID=yyy の形式で入れ込む","unlearned"
