"あなたは中国文化という授業もとっていますか？","你也选了中国文化这门课吧？","unlearned"
"面白いですか？","有意思吗？","unlearned"
"とても面白いです、しかし少し難しいです。","挺有意思的，不过有点儿难。","unlearned"
"ある単語が分からなくて、どんな意味があるのかわかりません。","有的词听不懂，不知道是什么意思","unlearned"
"A、あなたは中文選択ではなかったですか？","A，你不是中文专业的吗？","unlearned"
"あなたはどうしてこの授業を選ばなかったのですか？","你怎么没选这门课？","unlearned"
"この授業は一限にあります。","这门课排在第一节。","unlearned"
"とても早くて、私は起きられません。","太早了，我起不来。","unlearned"
"この授業の試験は難しいと聞きました。","听说这门课考试很难。","unlearned"
"そうなんですか？どれくらい難しい？","是吗？有多难？","unlearned"
"優をとれる人はあまり多くなく、その上不合格の人も少なくありません。","能拿到优的人不多，而且不及格的人也不少。","unlearned"
"もし単位をとれなかったらどうしよう？","要是拿不到学分怎么办？","unlearned"
"B、あなたはそんなに謙虚でなくてもよいです。","B，你不用这么谦虚。","unlearned"
"中国語という言語には多くの興味深い現象がある","汉语这种语言有很多有趣的现象","unlearned"
"西安という都市の歴史は長く久しい","西安这座城市历史悠久","unlearned"
"彼の話を聞くと、私はとても愉快になった","听了他的话，我心里挺开心的。","unlearned"
"このノートパソコンはとても高い","这个笔记本电脑挺贵的。","unlearned"
"読んでわからないところはその都度先生に聞きなさい","看不懂的地方要及时问老师。","unlearned"
"料理の量が多すぎるので我々は食べ終えられない","菜量太大了，我们吃不完。","unlearned"
"明日の午後一時の前までにあなたは計画書を書き終えられますか？","明天下午一点之前，计划书你写的完写不完？","unlearned"
"あなたはどうして東京に来たのに私に連絡を取らなかったのですか？","你来东京怎么没跟我联系。","unlearned"
"あなたたちはどちらもどうして発言しないのですか？","你们怎么都不发言呢？","unlearned"
"このスーツはどうしてこんなに高いんですか？","这套西服怎么这么贵？","unlearned"
"ペットを飼うことでストレスを減らせるそうだ","听说养宠物能减压？","unlearned"
"Aの話によるとBは宝くじを当てたそうだ","听A说B中彩票了。","unlearned"
"あなたは今年何歳になりますか？","你今年多大？","unlearned"
"一つのオリンピック金メダルはどれくらいの重さ？","一块奥林匹克金牌多重？","unlearned"
"東京スカイツリーはどのくらいの高さ？","东京晴空塔有多高？","unlearned"
"万里の長城はどれくらいの長さ？","长城有多长？","unlearned"
"外では雨が降り始めた、あなたは傘を持ってきましたか？","外面下雨了，你带伞了吗？","unlearned"
"私は傘を宿に忘れてきた。今は雨は強く降っていますか？","我把伞忘在宿舍里了。现在雨下得大妈？","unlearned"
"強く降っています。どうしよう？私も持ってきていない。","下得很大。怎么办？我也没带。","unlearned"
"それでは私たちはここでしばらく待ちましょう。","那咱们在这儿等一会儿吧。","unlearned"
"A,Bとはどのように出会ったのですか？","A，你跟B是怎么认识的？","unlearned"
"私と彼は高校の同級生です。","我跟他是高中同学。","unlearned"
"道理であなたたちの関係はこんなにいいんですね","怪不得你们关系这么好。","unlearned"
"私たちの関係はいいですか？会えばすぐ喧嘩をします。","我们关系好吗？见面就吵架。","unlearned"
"これこそがあなたたちの感情が良いと説明します。お互いを赤の他人とみなしていないのです。","这才说明你们感情好哇。没把对方当外人。","unlearned"
"学校の近くには多くのレストランがある","学校附近有很多快餐店。","unlearned"
"外ではまた雨が降り始めたので、私たちは出てはいけません","外面又下雨了，我们别出去了。","unlearned"
"ゴールデンウィークの期間、多くの中国人客が旅館に来る","黄金周期间店里来了很多中国客人。","unlearned"
"彼の家から一匹の猫が逃げた","他家跑了一只猫。","unlearned"
"私は期末レポートを書き終えた。","我把期末报告写完了。","unlearned"
"彼女は注意していなかったので携帯画面を落として壊した。","他不小心把手机屏幕摔碎了。","unlearned"
"手続きをするときは、学生証を持ってきてください。","办手续的时候，把学生证带过来。","unlearned"
"Aはカメラをいじり壊していないので、あなたは彼を責めてはいけない","A没把照相机弄坏，你别责怪他。","unlearned"
"彼らはあなたを騙した。","他们把你骗了。","unlearned"
"部屋の中は暖かく、彼はダウンジャケットを脱いだ","房间里很暖和，他把羽绒服脱了。","unlearned"
